model1,model2,Q_params correlation,state_freq correlation,Q_matrix correlation,Q_params distance,state_freq distance,Q_matrix distance
p__Acidobacteriota_250_3,DAYHOFF,0.8091775684282413,0.6902226943777049,0.9293024420960042,0.08592049759671205,0.11117803870603764,2.135082981579515
p__Acidobacteriota_250_3,DCMUT,0.8099725550075709,0.6902226943777049,0.9295295597245574,0.08563372745592558,0.11117803870603764,2.1323465683407994
p__Acidobacteriota_250_3,JTT,0.8691529415566628,0.8344560912996112,0.9554036653283157,0.07053035814764101,0.09275711521935663,1.8033350073124441
p__Acidobacteriota_250_3,MTREV,0.8424215394282875,0.39273803602062723,0.9258694888248429,0.07860763719901669,0.17232068824433125,2.210746326060888
p__Acidobacteriota_250_3,WAG,0.8948759089798592,0.8076970211308087,0.95439443238756,0.06536083152338575,0.09433754570997117,1.8022136704703593
p__Acidobacteriota_250_3,RTREV,0.9074136618890182,0.6677170947688391,0.9698267315862075,0.06035293112088006,0.11429202245563774,1.427324974889634
p__Acidobacteriota_250_3,CPREV,0.7758779639853199,0.757386585959382,0.92671502018367,0.09124419376693885,0.10093032248536613,2.1794716056550363
p__Acidobacteriota_250_3,VT,0.8961922813358749,0.8294033772765246,0.9592921215384392,0.07022513047887131,0.09149348459406591,1.7874011144722823
p__Acidobacteriota_250_3,BLOSUM62,0.8598446442791005,0.7924109261765955,0.9517759963215661,0.07743178903530513,0.09813650491534738,1.8746410621763936
p__Acidobacteriota_250_3,MTMAM,0.8023191687147295,0.3727119946661939,0.8514274271861276,0.11331242848571554,0.17502338985689886,3.094799295874012
p__Acidobacteriota_250_3,LG,0.9371360720774344,0.8739709944887121,0.9797463231650636,0.050740065294013155,0.08312407321202145,1.2881286468498434
p__Acidobacteriota_250_3,MTART,0.8151412408511866,0.29763503962651944,0.8807683243690287,0.09377966109804639,0.17997693665856188,2.7316631651403913
p__Acidobacteriota_250_3,MTZOA,0.8223411278758656,0.41619840740250635,0.9074853244955835,0.08762858124511747,0.16510046919483692,2.4205085733719893
p__Acidobacteriota_250_3,PMB,0.8474190635346894,0.8042040835327632,0.9502067411160647,0.08065789881710027,0.09722635819005514,1.9012406044169075
p__Acidobacteriota_250_3,HIVB,0.8110105775460608,0.7837673902958058,0.9159341096277168,0.09015569252959481,0.09980873345180949,2.3123086185929917
p__Acidobacteriota_250_3,HIVW,0.6172064870256373,0.31629280213039723,0.8299365187881248,0.1329815419278377,0.15751275409705717,3.248103352344237
