model1,model2,Q_params correlation,state_freq correlation,Q_matrix correlation,Q_params distance,state_freq distance,Q_matrix distance
p__Acidobacteriota_250_3,p__Acidobacteriota_250_3,1.0,1.0,1.0,0.0,0.0,0.0
p__Acidobacteriota_250_3,p__Acidobacteriota_160_2,0.9935452898873164,0.9892738475677744,0.9979594513473632,0.016793255314153606,0.025989755077722457,0.4194206301271244
p__Acidobacteriota_250_3,p__Acidobacteriota_30_2,0.9587001900265371,0.9779333344856078,0.9850176047402692,0.04056044026974915,0.03720256749204281,1.04494772358684
p__Acidobacteriota_250_3,p__Acidobacteriota_50_2,0.9763672787068041,0.9847270140735398,0.9926360621978239,0.03096007105364837,0.030776572664934613,0.7552314083303249
p__Acidobacteriota_250_3,p__Acidobacteriota_100_2,0.9932699284237577,0.9910778774604724,0.9979432943542784,0.01668636048306697,0.023535168896780832,0.4359700864556191
p__Acidobacteriota_160_2,p__Acidobacteriota_250_3,0.9935452898873164,0.9892738475677744,0.9979594513473632,0.016793255314153606,0.025989755077722457,0.4194206301271244
p__Acidobacteriota_160_2,p__Acidobacteriota_160_2,1.0,1.0,0.9999999999999998,0.0,0.0,0.0
p__Acidobacteriota_160_2,p__Acidobacteriota_30_2,0.9762241823430533,0.9837191993707293,0.9878689324410344,0.029907158465955524,0.025455295460866296,0.8712582876819484
p__Acidobacteriota_160_2,p__Acidobacteriota_50_2,0.9895226483933119,0.9899934683919842,0.9949458897902451,0.019811613627414026,0.019618291872637642,0.5643090739402786
p__Acidobacteriota_160_2,p__Acidobacteriota_100_2,0.9980255013180437,0.9972216693851306,0.9991236680434666,0.00893476991093722,0.010554303671962455,0.233619635521714
p__Acidobacteriota_30_2,p__Acidobacteriota_250_3,0.9587001900265371,0.9779333344856078,0.9850176047402692,0.04056044026974915,0.03720256749204281,1.04494772358684
p__Acidobacteriota_30_2,p__Acidobacteriota_160_2,0.9762241823430533,0.9837191993707293,0.9878689324410344,0.029907158465955524,0.025455295460866296,0.8712582876819484
p__Acidobacteriota_30_2,p__Acidobacteriota_30_2,0.9999999999999999,1.0,0.9999999999999998,0.0,0.0,0.0
p__Acidobacteriota_30_2,p__Acidobacteriota_50_2,0.9963296165218964,0.998655121157258,0.998213871446301,0.011743367545153786,0.00833422491897117,0.3317172602635298
p__Acidobacteriota_30_2,p__Acidobacteriota_100_2,0.9826971131297516,0.9910707412068201,0.9922558348897381,0.02579612888786578,0.0203606173531158,0.6964595811375842
p__Acidobacteriota_50_2,p__Acidobacteriota_250_3,0.9763672787068041,0.9847270140735398,0.9926360621978239,0.03096007105364837,0.030776572664934613,0.7552314083303249
p__Acidobacteriota_50_2,p__Acidobacteriota_160_2,0.9895226483933119,0.9899934683919842,0.9949458897902451,0.019811613627414026,0.019618291872637642,0.5643090739402786
p__Acidobacteriota_50_2,p__Acidobacteriota_30_2,0.9963296165218964,0.998655121157258,0.998213871446301,0.011743367545153786,0.00833422491897117,0.3317172602635298
p__Acidobacteriota_50_2,p__Acidobacteriota_50_2,1.0,1.0,1.0,0.0,0.0,0.0
p__Acidobacteriota_50_2,p__Acidobacteriota_100_2,0.9931589938573159,0.9952608724702616,0.9974250821066788,0.01638927134287336,0.014214130082421514,0.40246238609420987
p__Acidobacteriota_100_2,p__Acidobacteriota_250_3,0.9932699284237577,0.9910778774604724,0.9979432943542784,0.01668636048306697,0.023535168896780832,0.4359700864556191
p__Acidobacteriota_100_2,p__Acidobacteriota_160_2,0.9980255013180437,0.9972216693851306,0.9991236680434666,0.00893476991093722,0.010554303671962455,0.233619635521714
p__Acidobacteriota_100_2,p__Acidobacteriota_30_2,0.9826971131297516,0.9910707412068201,0.9922558348897381,0.02579612888786578,0.0203606173531158,0.6964595811375842
p__Acidobacteriota_100_2,p__Acidobacteriota_50_2,0.9931589938573159,0.9952608724702616,0.9974250821066788,0.01638927134287336,0.014214130082421514,0.40246238609420987
p__Acidobacteriota_100_2,p__Acidobacteriota_100_2,0.9999999999999999,0.9999999999999998,0.9999999999999998,0.0,0.0,0.0
