model1,model2,Q_params correlation,state_freq correlation,Q_exchange correlation,Q_matrix correlation,Q_params distance,state_freq distance,Q_exchange distance,Q_matrix distance
Q.p__Eisenbacteria,DAYHOFF,0.8196837065201552,0.6934924932183246,0.8196837065201561,0.833334999778501,0.07377496331196547,0.10695622917399995,23.385638193407935,2.0953637488839907
Q.p__Eisenbacteria,DCMUT,0.8202736560334789,0.6934924932183246,0.8202736560334793,0.833719180574501,0.07348064484874776,0.10695622917399995,23.350403946352007,2.0927173327836313
Q.p__Eisenbacteria,JTT,0.8744755055653576,0.8369044195823482,0.8744755055653577,0.8747633186241606,0.05930741270230043,0.08816661046834567,20.773536009198384,1.7679835218231346
Q.p__Eisenbacteria,MTREV,0.841701061184419,0.4084997926983822,0.8417010611844188,0.7249282675315083,0.06993159630363059,0.16750583496105442,23.271152535044862,2.2968376758761915
Q.p__Eisenbacteria,WAG,0.9169708574867853,0.80339877529447,0.9169708574867855,0.9081903598300662,0.05011746532346967,0.09106907440575479,18.957906907101993,1.695679266037359
Q.p__Eisenbacteria,RTREV,0.9316765494077601,0.6735577596466489,0.9316765494077603,0.8954642299396618,0.04441120006611474,0.10970239626370976,15.48369794000527,1.310249628288778
Q.p__Eisenbacteria,CPREV,0.7906082931816865,0.7818742995991862,0.7906082931816864,0.8322301908398045,0.07678919000010566,0.09329200258328683,24.93601448151205,2.010352829096862
Q.p__Eisenbacteria,VT,0.9336620777755319,0.8202987352519152,0.9336620777755321,0.9224605443810491,0.05409622634075979,0.0889032218109407,21.49168298041982,1.6902379003913275
Q.p__Eisenbacteria,BLOSUM62,0.8936893909157096,0.800443113237409,0.8936893909157101,0.9089879447605022,0.061605809007055,0.09287252955529962,23.083000963207347,1.7603233438303338
Q.p__Eisenbacteria,MTMAM,0.7821319099749352,0.38860373512019825,0.7821319099749352,0.6782943333874762,0.11505128350670424,0.17017308760788236,27.876804407432733,3.2397654630548764
Q.p__Eisenbacteria,LG,0.9716442034629905,0.861003207711659,0.9716442034629895,0.9505060192594533,0.0295437467134539,0.08136898781438479,13.146945828285707,1.1824669221962312
Q.p__Eisenbacteria,MTART,0.847792037777238,0.32617473314843143,0.8477920377772387,0.7715788085387681,0.08078557919326027,0.17334388313407542,23.303466826001717,2.826014084740706
Q.p__Eisenbacteria,MTZOA,0.8632167553187017,0.4463623120629756,0.8632167553187025,0.8251187565834089,0.07111800190213531,0.15815395446372907,21.821689652693,2.4806348290493574
Q.p__Eisenbacteria,PMB,0.8880058602484905,0.8208979330049353,0.8880058602484903,0.9172817132283821,0.06431430460819659,0.09063145803494997,23.76989191408704,1.7943980030092914
Q.p__Eisenbacteria,HIVB,0.7759196245474825,0.8087566589479279,0.7759196245474831,0.7240841717285199,0.08946697647536672,0.09210808665433427,26.86404840118992,2.3107884715062594
Q.p__Eisenbacteria,HIVW,0.5726090112427958,0.31386460578634223,0.5726090112427954,0.5155261107624223,0.12844542603802964,0.1539914117859824,36.954170452869874,3.190487637614515
Q.p__Eisenbacteria,JTTDCMUT,0.8778764576254267,0.8342131841699101,0.8778764576254272,0.8757859385777507,0.058572421842486545,0.08862219343729313,20.50187682446526,1.7769223268160819
Q.p__Eisenbacteria,FLU,0.7555043325253336,0.4802170527188593,0.7555043325253337,0.7469112208056614,0.10385288162402315,0.1322030922139819,28.61357095504114,2.5214790234117084
Q.p__Eisenbacteria,MTMET,0.7986011746151137,0.23559823522460907,0.7986011746151135,0.7226110618370302,0.08323068078006506,0.18870004779912977,25.25409261952663,2.5482818155571425
Q.p__Eisenbacteria,MTVER,0.7615681642479883,0.3691378293060241,0.7615681642479881,0.664182783709655,0.10241961577261612,0.18052885783470451,27.870288979452372,2.8743801859823654
Q.p__Eisenbacteria,MTINV,0.8416147790301494,0.15609215483743827,0.84161477903015,0.745417557244931,0.06819262976524816,0.20564571206822227,23.932323073848845,2.377963741969086
Q.p__Eisenbacteria,Q.PFAM,0.9678259099849901,0.8779683225374608,0.9678259099849915,0.9563954996088403,0.032622991046890544,0.07652657279010998,13.4866457721857,1.1024810269534475
Q.p__Eisenbacteria,Q.PFAM_GB,0.9739417946976445,0.8713491917585409,0.9739417946976442,0.9606017598652452,0.02770907289613619,0.07659895471871662,11.689450224843547,1.009904048923929
Q.p__Eisenbacteria,Q.LG,0.9574513440189879,0.8408980356767529,0.9574513440189875,0.9510741296214237,0.03539146740908392,0.0844021528042976,14.23592551125146,1.1580145962794186
Q.p__Eisenbacteria,Q.BIRD,0.7226446496301256,0.7789152280181899,0.7226446496301256,0.7614986619405995,0.09618306907019761,0.09461047816177656,29.373727971463307,2.06605223494798
Q.p__Eisenbacteria,Q.INSECT,0.9658323951641027,0.6767268622093277,0.965832395164103,0.9216245302905698,0.03159892699541396,0.10964230900523757,13.209168888256338,1.419282087455745
Q.p__Eisenbacteria,Q.MAMMAL,0.7886292062506635,0.7598160867222165,0.7886292062506636,0.8066489884636776,0.08051021343087804,0.09687361868434563,25.205422734835217,1.8884808442259975
Q.p__Eisenbacteria,Q.PLANT,0.8969819607544377,0.7996753848583428,0.8969819607544377,0.8923231967270046,0.05704999861741797,0.08984347493836155,18.028939378430195,1.4225523530727664
Q.p__Eisenbacteria,Q.YEAST,0.959957315104222,0.6115006533758203,0.9599573151042218,0.9111887365712028,0.03438906745828113,0.1202702220127659,14.000461282391518,1.3893595300573303
Q.p__Eisenbacteria,FLAVI,0.713227309803718,0.7702626445340619,0.713227309803718,0.6984599595445594,0.1253605538118772,0.09489082234336468,33.79437976103484,2.7769676704667936
Q.p__Eisenbacteria,Q.Bac_Class,0.8831756205606545,0.8721859197383661,0.8831756205606545,0.8868550988809598,0.06059148642576981,0.07355796948665727,25.85819137611295,2.523471751578406
Q.p__Eisenbacteria,Q.Bac_Class_50,0.9751143326233981,0.8994439807036403,0.9751143326233981,0.9535512387190646,0.027136674139915645,0.06597977807631668,9.750455581687978,0.9494547082490551
Q.p__Eisenbacteria,Q.Bac_Cuong,0.9702432303594866,0.8866365308125613,0.970243230359486,0.9457665919371223,0.03209784227125858,0.0723665788606868,12.770571388604049,1.209038443572647
Q.p__Gemmatimonadota,DAYHOFF,0.757654703289431,0.6530222391420462,0.7576547032894316,0.8281041770552762,0.092020609531293,0.13181100602575338,35.013119059901726,2.4140068803196835
Q.p__Gemmatimonadota,DCMUT,0.7585101384715442,0.6530222391420462,0.7585101384715451,0.8285077268529714,0.09174992439473409,0.13181100602575338,34.997434209958634,2.412333817666263
Q.p__Gemmatimonadota,JTT,0.8142293404657653,0.7880432620915852,0.8142293404657659,0.8654431791471678,0.08005084723441182,0.11636791237947428,33.43227919639756,2.230485609269825
Q.p__Gemmatimonadota,MTREV,0.7846270148942096,0.35574822805663747,0.7846270148942097,0.7081326333696778,0.08735970327024198,0.18900102599986063,35.515640081294464,2.653197718513671
Q.p__Gemmatimonadota,WAG,0.8658201111788958,0.7766608129819739,0.8658201111788953,0.8954251620408649,0.07172956474923758,0.11532006428267762,31.889825772894163,2.1062852015306652
Q.p__Gemmatimonadota,RTREV,0.8740544238256421,0.5946595443602954,0.8740544238256419,0.8630230967614373,0.06774843165584934,0.13933332418700128,28.534274785272146,1.8497815525562837
Q.p__Gemmatimonadota,CPREV,0.7194918871919795,0.7161925322150573,0.7194918871919793,0.8076030327452975,0.09694760226042197,0.12253122062968277,37.13816263529149,2.3718639552100766
Q.p__Gemmatimonadota,VT,0.8662531491613528,0.7725709697601664,0.8662531491613533,0.899874558735909,0.07844326913440035,0.1165370112234858,35.14261036473589,2.1931290678882096
Q.p__Gemmatimonadota,BLOSUM62,0.8286412986391455,0.7484102521119018,0.8286412986391462,0.8827180766519556,0.08418325069485849,0.12086186259114162,36.336790923115636,2.2487801031047887
Q.p__Gemmatimonadota,MTMAM,0.7361335099671658,0.335579196260316,0.7361335099671658,0.661967609950094,0.12308951176244258,0.19181876558095143,36.66845256592765,3.558452106492812
Q.p__Gemmatimonadota,LG,0.9038257524361323,0.8103729051443409,0.9038257524361324,0.9251525320042837,0.06032928215787168,0.11022102706433787,28.136519182236114,1.749126913624138
Q.p__Gemmatimonadota,MTART,0.7458063613474056,0.25977180654549975,0.745806361347406,0.7416466917893093,0.10408490764518158,0.1976191438879341,37.270279984269926,3.143025774594337
Q.p__Gemmatimonadota,MTZOA,0.7497635157536575,0.389504691867935,0.7497635157536583,0.797089633768356,0.09863835649009992,0.1806113349163205,36.513495121653804,2.8541018511679423
Q.p__Gemmatimonadota,PMB,0.8132865672347938,0.7726873747360484,0.8132865672347941,0.8914237839314155,0.0876782224708841,0.1184838036482662,37.239306436110205,2.25531710415835
Q.p__Gemmatimonadota,HIVB,0.7664545339173577,0.7240573471066198,0.7664545339173586,0.7179932021185789,0.09508700804788431,0.12444636246129635,33.82275202899331,2.6136236703301177
Q.p__Gemmatimonadota,HIVW,0.5424052760373319,0.2445636484885102,0.5424052760373319,0.49908365167654445,0.13837162617431337,0.18058498588930366,45.508316699626135,3.5526805659483016
Q.p__Gemmatimonadota,JTTDCMUT,0.818767303582476,0.7850718359602988,0.8187673035824761,0.8663389821135362,0.0791660443791945,0.11681566370875526,33.121296252987,2.2355024475322174
Q.p__Gemmatimonadota,FLU,0.6909620386251308,0.43018661686984955,0.6909620386251305,0.7301079353788402,0.11802649279960756,0.1576252949170234,38.58248118270326,2.844896147739019
Q.p__Gemmatimonadota,MTMET,0.7143924136763148,0.16686800237059618,0.714392413676315,0.7002209387048697,0.10374505799840066,0.21327705375683578,38.08181149353181,2.9670804330265472
Q.p__Gemmatimonadota,MTVER,0.7137027742398916,0.3286856849460539,0.7137027742398919,0.6489928124403563,0.11349159774670746,0.19958574317711744,37.40547940562959,3.2609905134784225
Q.p__Gemmatimonadota,MTINV,0.7436990566691759,0.08286807914387256,0.7436990566691764,0.7141829341669211,0.09387459931384312,0.2306966573508902,37.92017089368009,2.816621574413045
