model1,model2,Q_params correlation,state_freq correlation,Q_matrix correlation,Q_params distance,state_freq distance,Q_matrix distance
DAYHOFF,DAYHOFF,1.0,1.0,1.0,0.0,0.0,0.0
DAYHOFF,DCMUT,0.9999918006378379,1.0,0.9999917080129899,0.0007395908947421079,0.0,0.013500322313931909
DAYHOFF,JTT,0.8958894336818768,0.9032189630576921,0.8939855120393476,0.05496314160265536,0.04307039259702191,1.1969644476791
DAYHOFF,MTREV,0.8165549259886759,0.46134778831562845,0.670405965208642,0.07573036141367916,0.14374707185623364,2.6919093938456187
DAYHOFF,WAG,0.9188104919609944,0.9433103932962942,0.9255773539182917,0.05078085991206087,0.033404008118052234,1.124824877033232
DAYHOFF,RTREV,0.8043892232344267,0.764262446201427,0.7689379917526844,0.07429328131757201,0.0683795917013344,2.048022900410264
DAYHOFF,CPREV,0.8301674306645934,0.7708109813848212,0.7442767950305242,0.06995109835086125,0.06929812077712641,1.9513703709369683
DAYHOFF,VT,0.8863462948466662,0.8610898066881583,0.8815799030305038,0.06364904676956844,0.05178998488721777,1.450427664671835
DAYHOFF,BLOSUM62,0.7887544504471646,0.8415900786476105,0.7830039251429582,0.07791309955220353,0.05473679518606474,1.8396144641597347
DAYHOFF,MTMAM,0.693457679552442,0.44231221908829393,0.5806086528959353,0.1309786499649723,0.14569434376543655,3.7132540541811743
DAYHOFF,LG,0.8539382696361592,0.8118615596620027,0.8345866796733934,0.06469022876177284,0.0607123018111132,1.708637694117609
DAYHOFF,MTART,0.7672134772909173,0.39662579753002397,0.6191998497373851,0.0976301765488112,0.14379629933938218,3.607809310332519
DAYHOFF,MTZOA,0.8207017597558178,0.4946620021004634,0.6702012489810388,0.08089497040527448,0.13456877145013585,3.2646229816213284
DAYHOFF,PMB,0.818479690501473,0.8831515553822264,0.7849893578109874,0.07518236189550459,0.04708220203054121,1.754934535297195
DAYHOFF,HIVB,0.7441304396751127,0.6996694487255974,0.6747604843829077,0.095696702725451,0.07454089423958606,2.1093320049911997
DAYHOFF,HIVW,0.5776421485656823,0.46366222607210866,0.5685384236015476,0.12822659251501944,0.10848107048754264,2.5190501132490675
DAYHOFF,JTTDCMUT,0.9001595555353796,0.9123023057970054,0.8994577047104492,0.05388529463676043,0.04112843403269324,1.159993851705243
DAYHOFF,FLU,0.741834273082051,0.6984492637873757,0.6700775072002516,0.10645421463623661,0.07578855952771103,2.329276152900846
