model1,model2,Q_params correlation,state_freq correlation,Q_matrix correlation,Q_params distance,state_freq distance,Q_matrix distance
p__Acidobacteriota_250_2,DAYHOFF,0.8484747851635129,0.7241584707252237,0.9407937821998738,0.07510478633343608,0.09805408218142271,1.8956199936183213
p__Acidobacteriota_250_2,DCMUT,0.8491144987541136,0.7241584707252237,0.941010823848635,0.07483346414287184,0.09805408218142271,1.8925298944293623
p__Acidobacteriota_250_2,JTT,0.9047666138144447,0.8687765900001809,0.9658853352567367,0.058870076280782176,0.07797132785413495,1.5276541031353268
p__Acidobacteriota_250_2,MTREV,0.8750226405648477,0.4377015134459794,0.9283103733864612,0.06872205214117923,0.16040364382083097,2.0909559017928614
p__Acidobacteriota_250_2,WAG,0.9219131215230196,0.8358399093871767,0.9635803441483303,0.0554728738517924,0.08095483436225967,1.552880474588588
p__Acidobacteriota_250_2,RTREV,0.9190540924791869,0.7173179371734218,0.974577236306825,0.05464702048148619,0.09908165900407603,1.2567923531102572
p__Acidobacteriota_250_2,CPREV,0.8111387737811733,0.8007013909013201,0.9327470881488173,0.08196235383223306,0.08569828674483522,2.0181987844141362
p__Acidobacteriota_250_2,VT,0.9240466245613422,0.8659571622338459,0.9680771566908907,0.06089218849731325,0.0763175322673961,1.5323091530521564
p__Acidobacteriota_250_2,BLOSUM62,0.8768731961548212,0.8349518170492809,0.9585800826825138,0.0709101958455123,0.08260407345282678,1.667121043161479
p__Acidobacteriota_250_2,MTMAM,0.8229425457128997,0.41796368442250204,0.8547289969997575,0.10892133889086196,0.16304525982376794,3.008103398336461
p__Acidobacteriota_250_2,LG,0.9587905019482793,0.9098639412057115,0.9855713431470567,0.04020227148239767,0.06705976843844229,1.0409123436027246
p__Acidobacteriota_250_2,MTART,0.8395114658652314,0.35160585156730845,0.8761078884412898,0.08734358212197382,0.16659322401286314,2.711967447831376
p__Acidobacteriota_250_2,MTZOA,0.8555808006650405,0.46531653510917,0.9046118048180837,0.07841323281293121,0.15238621169540012,2.3859566111446324
p__Acidobacteriota_250_2,PMB,0.8671875889733685,0.8407229693432858,0.9568147883433509,0.07381009387888095,0.08251770755589917,1.6985626183947269
p__Acidobacteriota_250_2,HIVB,0.8309163625022762,0.8246930270802785,0.9252987400065784,0.08447281146943625,0.08467323069368708,2.121065649707967
p__Acidobacteriota_250_2,HIVW,0.64885572659613,0.354800017331477,0.8456858008244127,0.12615582685690624,0.14509611266274502,3.027779655483101
p__Acidobacteriota_250_2,JTTDCMUT,0.9070349506509352,0.8654850630265613,0.9650730596875108,0.05819154361852019,0.07856318743213643,1.5393056358121167
p__Acidobacteriota_250_2,FLU,0.7811941276130072,0.5170650739675295,0.9056455770643872,0.10452361468590658,0.12342761415169054,2.3838147469634907
p__Acidobacteriota_250_2,MTMET,0.8351147008751522,0.2831767634577745,0.9079604011691224,0.08208298681348451,0.17924421369927906,2.344742086151847
p__Acidobacteriota_250_2,MTVER,0.816890613446896,0.40956777363846375,0.8833125844256627,0.09607580689550792,0.17202365626358826,2.63565647437284
p__Acidobacteriota_250_2,MTINV,0.8612302888066208,0.2054051934114972,0.9230074207093202,0.07128074422069781,0.1960808073961237,2.1966569164748924
p__Acidobacteriota_250_2,Q.PFAM,0.9581060138941643,0.9184724119782787,0.9872428682399763,0.04171322543989079,0.06310576634508133,0.9550883764451356
p__Acidobacteriota_250_2,Q.PFAM_GB,0.9630164019315475,0.9122922244610557,0.9890415115124661,0.03752647278237394,0.06300530303871255,0.8691063313741463
p__Acidobacteriota_250_2,Q.LG,0.943035248959458,0.8813774357598675,0.9845757046141885,0.046308649012559495,0.07215186013541162,1.0417005720421755
p__Acidobacteriota_250_2,Q.BIRD,0.7910034786469986,0.8164967102839816,0.9467061695665561,0.09151412507782042,0.08389301627072422,1.7997107171804034
p__Acidobacteriota_250_2,Q.INSECT,0.975883903055117,0.758040483517098,0.9828491733857362,0.03068093457221419,0.09271743416963177,1.1176002364460953
p__Acidobacteriota_250_2,Q.MAMMAL,0.8500818588314487,0.796886765395529,0.958031944928802,0.0751005377641563,0.08635138159867507,1.6081921506630878
p__Acidobacteriota_250_2,Q.PLANT,0.9329171939008141,0.8531010118513985,0.9791092129432469,0.050651930670190595,0.0754714652434945,1.159426909761737
p__Acidobacteriota_250_2,Q.YEAST,0.9562184029839816,0.6972495419405196,0.9782839730063863,0.04110048571391148,0.10340036574403401,1.192600938081209
p__Acidobacteriota_250_2,FLAVI,0.7544820033922646,0.7865139293804451,0.8840852199093545,0.12226106353182138,0.0878823091071235,2.646573868281394
p__Acidobacteriota_200_2,DAYHOFF,0.8556867673778608,0.7271494412718971,0.9427032527756873,0.0730415358131156,0.09595898953115962,1.8550044868607025
p__Acidobacteriota_200_2,DCMUT,0.8562844708607937,0.7271494412718971,0.9429090470553614,0.07277606608741105,0.09595898953115962,1.851989111124312
p__Acidobacteriota_200_2,JTT,0.9105828958122287,0.8743597049552978,0.9672727777006883,0.056790657471522135,0.07511605760685929,1.4857990995323043
p__Acidobacteriota_200_2,MTREV,0.8786546004682683,0.4469418903328615,0.9280844654765803,0.06749973943390294,0.15805525449348404,2.0797310766288444
p__Acidobacteriota_200_2,WAG,0.9266837422629058,0.841406939837598,0.9649164422727472,0.05360246147801996,0.07823322649668042,1.5132017763332364
p__Acidobacteriota_200_2,RTREV,0.9208783637635352,0.7233164071111982,0.9753098463713172,0.053691272229746664,0.0965423776017558,1.2302244252023364
p__Acidobacteriota_200_2,CPREV,0.817674009791217,0.8135702306529157,0.9343826482164457,0.08020321593902985,0.08183900826012007,1.982567756733255
p__Acidobacteriota_200_2,VT,0.9287242219305949,0.8708686780441977,0.9690859637288887,0.059187627981084664,0.07360396421193444,1.495817124713743
p__Acidobacteriota_200_2,BLOSUM62,0.8796611136672523,0.8452846725928791,0.9592719480428031,0.06975438074495667,0.07908763160570685,1.6390634583059875
p__Acidobacteriota_200_2,MTMAM,0.8211308467429477,0.42752834215294033,0.8539713353792457,0.1094896549216219,0.16064482647443087,3.0077657093906778
p__Acidobacteriota_200_2,LG,0.9620771470807703,0.9130197467183997,0.9862071605614798,0.038376142701950056,0.06452806932132325,1.00643174281206
p__Acidobacteriota_200_2,MTART,0.8416736419642835,0.364406447593243,0.8745534472829115,0.0867684156075638,0.16370536504647612,2.7172829474700784
p__Acidobacteriota_200_2,MTZOA,0.8597992400191781,0.4782162681983949,0.9038056678596619,0.0771967246149866,0.14947088372253406,2.3846839812229645
