model1,model2,Q_params correlation,state_freq correlation,Q_exchange correlation,Q_matrix correlation,Q_params distance,state_freq distance,Q_exchange distance,Q_matrix distance
Q.p__Cyanobacteriota,DAYHOFF,0.8298621404092796,0.7600744581161628,0.8298621404092807,0.8789368965196089,0.07246324388333063,0.07878463589445091,20.45703795816325,1.7694474972223588
Q.p__Cyanobacteriota,DCMUT,0.8303886367629646,0.7600744581161628,0.8303886367629651,0.8790637375465882,0.07220112352012946,0.07878463589445091,20.402039232149786,1.7654723245031183
Q.p__Cyanobacteriota,JTT,0.9214515972308677,0.9079769066918821,0.921451597230867,0.9360232988414828,0.048602936509184534,0.05410769595258146,14.619434962981726,1.175168547738188
Q.p__Cyanobacteriota,MTREV,0.8736816476153805,0.5445253182593021,0.8736816476153791,0.8202668423473117,0.0630787905321747,0.13770756754804728,18.215238479555943,1.9251122021010059
Q.p__Cyanobacteriota,WAG,0.9075570192491991,0.855278859924361,0.9075570192491986,0.9403985606698192,0.05407160152985964,0.0627023592128789,16.092270200802055,1.3762850082223312
Q.p__Cyanobacteriota,RTREV,0.8775247904630884,0.8665086952832037,0.8775247904630877,0.9163356136445364,0.059810303337885,0.06040343831273183,17.3361798370498,1.078134520309713
Q.p__Cyanobacteriota,CPREV,0.8138843926688002,0.8412075033378643,0.8138843926687999,0.895714429272449,0.07359445820575905,0.06520580925040344,21.061135436301118,1.8228756954808292
Q.p__Cyanobacteriota,VT,0.9288770019438318,0.9413894742948481,0.9288770019438314,0.95494731540349,0.05731948958386619,0.044497797051118074,17.6512126173848,1.2153521559537812
Q.p__Cyanobacteriota,BLOSUM62,0.8375937627778884,0.8979578042683066,0.837593762777888,0.898184112525937,0.072176158897632,0.05540538024416039,21.38941192069009,1.5238066090552496
Q.p__Cyanobacteriota,MTMAM,0.8374858572346262,0.5322580246500366,0.8374858572346264,0.7840823359052765,0.10306392736768935,0.139273522824692,23.04311507924176,2.77619635823007
Q.p__Cyanobacteriota,LG,0.9430400290588564,0.9682214298677478,0.9430400290588561,0.9642636897482204,0.04186607240411027,0.03576251485924194,12.477640751093796,0.8369363289046139
Q.p__Cyanobacteriota,MTART,0.8134954920348354,0.48234680823758924,0.8134954920348355,0.8228837359635781,0.08828841298627167,0.14007960904428596,21.926620512720447,2.5978604586500604
Q.p__Cyanobacteriota,MTZOA,0.8434313734302907,0.5397905108878078,0.843431373430291,0.8604456379213228,0.07591132508537288,0.13368277517509614,19.974471784204066,2.2915224602285655
Q.p__Cyanobacteriota,PMB,0.8255926232453498,0.8517127147524736,0.8255926232453489,0.9010552250335763,0.07509274220136293,0.0644386266944051,22.135669535655765,1.5802649865147418
Q.p__Cyanobacteriota,HIVB,0.8421591483478874,0.8870961437373319,0.8421591483478877,0.8106363835921055,0.0759399782136462,0.0579427737393918,21.47287363669133,1.8179311806787906
Q.p__Cyanobacteriota,HIVW,0.6671633381301227,0.6111427655971394,0.6671633381301226,0.6478037158490345,0.11470198456441254,0.10160480064367036,30.84535353003393,2.6145772150057254
Q.p__Cyanobacteriota,JTTDCMUT,0.9238796014573809,0.9038553200478561,0.9238796014573804,0.9368921042099432,0.04785552420940719,0.05497129135700742,14.373095703500686,1.1896568575037059
Q.p__Cyanobacteriota,FLU,0.7758080300221,0.7187386978347995,0.7758080300220994,0.8260093494633342,0.1000140223034496,0.08412572159856103,25.971384194690952,2.1417361579262026
Q.p__Cyanobacteriota,MTMET,0.8457091328548713,0.4936267891123113,0.8457091328548714,0.8349103612120462,0.07349136076517196,0.1428994304157205,19.77081096638198,2.030256001196769
Q.p__Cyanobacteriota,MTVER,0.8436207405621682,0.5471969990513936,0.8436207405621681,0.7861944431907438,0.08527876322142967,0.14582218295906296,21.22458821993226,2.2950638738774907
Q.p__Cyanobacteriota,MTINV,0.8677348737044855,0.43796025619419254,0.8677348737044853,0.8469983072619854,0.06315981711048946,0.1577045272323496,19.031756391874875,1.8792658901624373
Q.p__Cyanobacteriota,Q.PFAM,0.9453634961271876,0.937713248539857,0.9453634961271875,0.9623321722499695,0.04211850874394841,0.043308609109506166,12.313273047078328,0.7885680636879175
Q.p__Cyanobacteriota,Q.PFAM_GB,0.9525602198507876,0.9254183065823406,0.9525602198507868,0.9645826541980758,0.03800027297110353,0.046042711757671266,11.130863312439335,0.8012712312629252
Q.p__Cyanobacteriota,Q.LG,0.9298521418603867,0.9290895049679324,0.9298521418603862,0.9617655053495767,0.0459859968327285,0.04644086310567451,13.534018633195606,0.8813549429789028
Q.p__Cyanobacteriota,Q.BIRD,0.7998504441046618,0.8802574529945306,0.7998504441046623,0.8166786355718048,0.08250895807055639,0.05765242959320969,23.549690295692088,1.5644731772604574
Q.p__Cyanobacteriota,Q.INSECT,0.9758509459604271,0.9496736711113939,0.9758509459604272,0.9786226432892694,0.02749806966505356,0.03805852332920972,8.691438647875941,0.6973790083321761
Q.p__Cyanobacteriota,Q.MAMMAL,0.8573387578142805,0.8484609743474497,0.8573387578142799,0.8521781987135555,0.06683333273389053,0.0637961513651098,19.180466546489765,1.4231831381039266
Q.p__Cyanobacteriota,Q.PLANT,0.9593665765531704,0.9418117992466396,0.959366576553169,0.9617345633315049,0.03618206114265602,0.04097814848184334,10.34458431325667,0.7743761590535064
Q.p__Cyanobacteriota,Q.YEAST,0.9553598129660852,0.9300106891904654,0.9553598129660854,0.9720043627709763,0.037347139857156486,0.04452945619474821,11.215085619580998,0.703915092737457
Q.p__Cyanobacteriota,FLAVI,0.7778406799334715,0.8058086530368951,0.7778406799334718,0.7505166182277833,0.11319337262832668,0.07210467425208993,29.424576194741096,2.428348690782851
Q.p__Cyanobacteriota,Q.Bac_Dang,0.9510074072873074,0.9587856102215084,0.9510074072873062,0.9565873950529975,0.040660153879912876,0.03491595512083266,11.626469271599984,0.8975352135964909
Q.p__Eisenbacteria,DAYHOFF,0.8196837065201552,0.6934924932183246,0.8196837065201561,0.833334999778501,0.07377496331196547,0.10695622917399995,23.385638193407935,2.0953637488839907
Q.p__Eisenbacteria,DCMUT,0.8202736560334789,0.6934924932183246,0.8202736560334793,0.833719180574501,0.07348064484874776,0.10695622917399995,23.350403946352007,2.0927173327836313
Q.p__Eisenbacteria,JTT,0.8744755055653576,0.8369044195823482,0.8744755055653577,0.8747633186241606,0.05930741270230043,0.08816661046834567,20.773536009198384,1.7679835218231346
Q.p__Eisenbacteria,MTREV,0.841701061184419,0.4084997926983822,0.8417010611844188,0.7249282675315083,0.06993159630363059,0.16750583496105442,23.271152535044862,2.2968376758761915
Q.p__Eisenbacteria,WAG,0.9169708574867855,0.80339877529447,0.9169708574867855,0.9081903598300662,0.05011746532346966,0.09106907440575479,18.957906907101993,1.695679266037359
Q.p__Eisenbacteria,RTREV,0.9316765494077601,0.6735577596466489,0.9316765494077603,0.8954642299396618,0.04441120006611474,0.10970239626370976,15.48369794000527,1.310249628288778
Q.p__Eisenbacteria,CPREV,0.7906082931816865,0.7818742995991862,0.7906082931816864,0.8322301908398045,0.07678919000010566,0.09329200258328683,24.93601448151205,2.010352829096862
